"#","ML #","St","Current Price","List Price","Sale Price","Address","Numof Acres","Numof Stories","Numof Possible Bedrooms","Numof Garage Spaces","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Numof Rooms","Baths Half","Baths Full","Assessed Value","Age","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"1","B466915","S","$154,000","$149,900","$154,000","13455 Irving ST","0.34","2","","1.5","14004","14004","3","2.0","1,656","9","0","2","$76,900","65","Full","Garage Door Opener, High Speed Internet","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Water Softener - Owned","1st Floor Bedroom, Bonus Room, Florida/Sun Room- Heated, Laundry-Basement, Master Bedroom Bath, Other - See Remarks, Porch - Enclosed, Possible Additional Bedroom","Barn / Outbuilding","Crawl Space","","NEW","Alden","$1,160","04/21/2015","04/21/2015","","02/13/2015","30","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","2nd Garage, Attached","Coal, Gas","","01/14/2015","Exclusive Right To Sell","212","69","Neighborhood Street, Primary Road"
"1","B469182","S","$150,000","$154,900","$150,000","12908 Main ST","0.33","2","","1.0","14004","14004","4","2.0","1,242","8","0","2","$61,800","61","Full, Partially Finished","Cable TV Available, Garage Door Opener, High Speed Internet, Patio, Pool-Above Ground, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump, Water Softener - Owned","Basement / Rec Room, Bonus Room, Laundry-Basement, Living Room, Possible Additional Bedroom","Shed","Crawl Space","","NEW","Alden","$1,156","08/31/2015","09/09/2015","","03/30/2015","29","Blacktop, Double Wide","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/01/2015","Exclusive Right To Sell","203","70","Neighborhood Street, Secondary Road"
"1","B475382","S","$147,000","$149,900","$147,000","13378 Irving ST","0.31","2","","1.5","14004","","4","1.1","1,716","8","1","1","$66,600","59","Full, Partially Finished","Cable TV Available, Garage Door Opener, High Speed Internet, Private Yard - see Remarks, Storage","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Water Softener - Owned","1st Floor Bedroom, Basement / Rec Room, Bonus Room, Laundry-Basement","","Crawl Space","","NEW","Alden","$1,030","08/14/2015","08/14/2015","","05/26/2015","5","Concrete","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","05/21/2015","Exclusive Right To Sell","183","75","Neighborhood Street, Primary Road"
"1","B486813","S","$125,000","$124,900","$125,000","13352 Park ST","0.28","1","","1.0","14004","14004","3","1.0","1,190","6","0","1","$54,000","55","Full","Cable TV Available, Garage Door Opener, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some","1st Floor Bedroom, Living Room","","Crawl Space","","NEW","Alden","$880","12/09/2015","12/17/2015","","10/16/2015","7","Blacktop","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","10/09/2015","Exclusive Right To Sell","185","67","Wooded Lot"
"1","B475855","S","$115,500","$109,900","$115,500","1777 Crittenden RD","0.45","1","","2.5","14004","14004","3","1.0","936","7","0","1","$53,400","50","Full","Garage Door Opener, Patio, Private Yard - see Remarks, Storage","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-Basement, Porch - Enclosed","","Crawl Space","","NEW","Alden","$862","08/04/2015","08/05/2015","","05/27/2015","0","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas, Wood","","05/27/2015","Exclusive Right To Sell","264","75","Neighborhood Street, Primary Road"
"1","B469458","S","$90,100","$89,000","$90,100","1630 Meadow DR","0.32","1","","1.5","14004","14004","2","1.0","780","5","0","1","$90,000","54","Full, Partially Finished","Cable TV Available, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Laundry-Basement","","Partial","","NEW","Alden","$815","05/18/2015","05/21/2015","","04/01/2015","26","Blacktop","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","03/06/2015","Exclusive Right To Sell","200","70","Neighborhood Street, Secondary Road, Wooded Lot"
"1","B476478","S","$87,000","$79,900","$87,000","902 Exchange St,","0.28","0","","0.0","14004","","3","1.0","925","5","0","1","$107,368","55","Full","Cable TV Available","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Living Room","","Crawl Space","","NEW","Alden","$843","10/02/2015","10/13/2015","","06/11/2015","9","Stone/Gravel","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","","Gas","","06/02/2015","Exclusive Right To Sell","120","102","Neighborhood Street"
"1","B475126","S","$145,000","$149,900","$145,000","10141 Brookville RD","1.03","1","","2.0","14005","14005","3","1.0","2,060","10","0","1","$139,500","50","Exterior Walkout, Full","Cable TV Available, Garage Door Opener, Thermal Windows - Some, Wood Screens/Storms-some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Water Softener - Owned","1st Floor Bedroom, Bonus Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open, Workshop","","Crawl Space","","NEW","Alexander","$0","08/13/2015","08/24/2015","","06/05/2015","18","Blacktop","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Electric","","05/18/2015","Exclusive Right To Sell","0","345","Neighborhood Street, Rural Road"
"1","B475119","S","$120,000","$119,900","$120,000","11260 Genesee ST","1.60","2","","2.0","14005","14011","3","1.0","1,185","7","0","1","$96,100","195","Full","Cable TV Available, High Speed Internet, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Skylight, Sliding Glass Door","1st Floor Bedroom, Laundry-1st Floor, Laundry-Basement, Porch - Open, Porch - Screened, Workshop","Shed","Crawl Space, None","","NEW","Alexander","$29","08/14/2015","08/19/2015","","05/26/2015","8","Stone/Gravel","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","05/18/2015","Exclusive Right To Sell","635","185","Neighborhood Street"
"1","B473186","S","$119,000","$114,900","$119,000","9864 Alexander RD","4.70","2","","3.5","14005","14005","4","2.0","1,664","9","0","2","$93,600","135","Exterior Walkout, Partial","Cable TV Available, Electric Pet Fence, Garage Door Opener, High Speed Internet, Patio, Thermal Windows - Some","Circuit Breakers - Some, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Porch - Open","","Partial","","NEW","Alexander","$0","08/20/2015","09/09/2015","","05/07/2015","10","Blacktop, Circular","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached, Detached","Gas","","04/27/2015","Exclusive Right To Sell","1,089","202","Agricultural District, Primary Road"
"1","B468976","S","$245,000","$249,000","$245,000","2471 Pineview DR","3.40","2","","2.0","14706","14706","6","3.1","3,199","14","1","3","$202,000","30","Finished, Full","Cable TV Available, Deck, Garage Door Opener","Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned","Basement / Rec Room, Family Room, Foyer/Entry Hall, Guest Suite, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Scuttle Access","","NEW","Allegany","$322","04/22/2015","04/23/2015","","03/02/2015","5","Concrete, Double Wide, Parking Area","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","02/25/2015","Exclusive Right To Sell","0","300","Neighborhood Street, Wooded Lot"
"1","B479347","S","$228,000","$229,900","$228,000","15 Sunburst LN","0.60","1.7","","2.0","14706","14706","4","2.1","2,383","9","1","2","$220,000","11","Slab","Cable TV Available, Garage Door Opener, Patio, Private Yard - see Remarks","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Screened","Shed","Partial","","NEW","Allegany","$0","09/11/2015","09/14/2015","","07/09/2015","6","Concrete","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/03/2015","Exclusive Right To Sell","175","150","Neighborhood Street"
"1","B467577","S","$187,000","$198,900","$187,000","3840 Pumpkin Hollow RD","29.17","2","","5.0","14706","","4","2.1","2,101","11","1","2","$148,000","56","Full, Partially Finished","Deck, Thermal Windows - Some","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some","1st Floor Master Bedroom, Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open, Roughed In Bath","","None","","NEW","Allegany","$0","07/07/2015","07/10/2015","","02/16/2015","21","Blacktop, Double Wide, Parking Area, Turnaround","","Laminate-Some, Wall To Wall Carpet-Some, Wood-Some","2nd Garage, Detached","Coal, Oil","","01/26/2015","Exclusive Right To Sell","1,249","335","Horses Permitted, Water View, Wooded Lot"
"1","B483046","S","$142,040","$139,900","$142,040","2097 Klice Cross RD","0.55","2","","2.0","14706","14706","3","1.1","1,404","9","1","1","$136,500","44","Partially Finished","Cable TV Available, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door","Family Room, Laundry-Basement, Master Bedroom Bath, Porch - Open","Shed","Pull Down Stairs","","NEW","Allegany","$0","12/04/2015","12/09/2015","","09/16/2015","30","Concrete, Double Wide","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","08/17/2015","Exclusive Right To Sell","200","120","Agricultural District, Secondary Road"
"1","B475402","S","$135,000","$134,900","$135,000","3393 N 7th ST","4.04","1.5","","0.0","14706","14706","5","2.0","1,858","8","0","2","$125,500","57","Full, Partially Finished","Deck, Private Yard - see Remarks","Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some","1st Floor Master Bedroom, Basement / Rec Room, Laundry-1st Floor","Shed","Partial","","NEW","Allegany","$0","08/05/2015","08/05/2015","","05/26/2015","5","Blacktop, Circular","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","No Garage","Gas","","05/21/2015","Exclusive Right To Sell","525","295","Neighborhood Street"
"1","B483981","S","$119,000","$119,000","$119,000","1543 Four Mile RD","1.80","1","","2.0","14706","32668","3","2.0","1,512","6","0","2","$95,000","17","Full, Partially Finished","Deck","Circuit Breakers - Some, Skylight, Sliding Glass Door","Laundry-1st Floor, Master Bedroom Bath","","None","","NEW","Allegany","$0","10/09/2015","10/12/2015","","09/01/2015","3","Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","08/29/2015","Exclusive Right To Sell","750","100","Other - See Remarks"
"1","B471477","S","$84,500","$89,000","$84,500","1623 Upper Birch Run RD","2.70","2","","1.0","14706","14706","4","1.0","2,330","11","0","1","$67,000","63","None","Deck, Satellite Dish","Ceiling Fan, Circuit Breakers - Some","Laundry-1st Floor, Living Room, Office, Workshop","Shed","None","","NEW","Allegany","$0","06/29/2015","07/03/2015","","04/27/2015","21","Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Oil, Wood","","04/06/2015","Exclusive Right To Sell","400","200","Agricultural District, Rural Road"
"1","B478201","S","$83,000","$84,900","$83,000","175 N 2nd ST","0.19","1","","1.0","14706","14706","2","1.0","1,170","7","0","1","$60,000","61","Crawl Space","","Other - See Remarks","1st Floor Bedroom, Laundry-1st Floor","Shed","None","","NEW","Allegany","$368","09/03/2015","09/11/2015","","06/23/2015","3","Blacktop","","Hardwood-Some, Linoleum/Vinyl","Attached","Gas","","06/20/2015","Exclusive Right To Sell","138","60","Neighborhood Street"
"1","B472149","S","$57,500","$63,000","$57,500","146 E Union ST","0.16","1","","1.0","14706","14706","2","1.0","918","5","0","1","$52,000","61","Full","Cable TV Available, Patio","Electrical Fuses - some, Natural Woodwork - some","1st Floor Bedroom, Laundry-Basement, Living Room","","Partial, Pull Down Stairs","","NEW","Allegany","$425","08/20/2015","09/15/2015","","05/11/2015","27","Blacktop","","Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","04/14/2015","Exclusive Right To Sell","145","49","Neighborhood Street"
"1","B483839","S","$56,000","$59,900","$56,000","17 N 6th ST","0.29","1.7","","1.0","14706","14706","3","2.0","1,377","7","0","2","$68,000","80","Full","Cable TV Available, Fully Fenced Yard","Ceiling Fan, Circuit Breakers - Some","1st Floor Bedroom, Bonus Room, Laundry-1st Floor, Laundry-Basement, Porch - Open, Possible Additional Bedroom","","Full","","NEW","Allegany","$570","12/07/2015","12/12/2015","","09/14/2015","18","Blacktop","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","08/27/2015","Exclusive Right To Sell","250","50","Neighborhood Street"
"1","B480926","S","$112,500","$120,000","$112,500","8211 Peavy RD","29.27","1","","0.0","14709","21601","3","2.0","1,512","9","0","2","$82,000","12","Crawl Space, Slab","Deck, Private Yard - see Remarks, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Pex Plumbing- Some, Sliding Glass Door, Water Softener - Leased","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Porch - Open, Porch - Screened","Shed","None","","NEW","Allen","$0","09/29/2015","10/05/2015","","07/25/2015","5","Stone/Gravel","","Linoleum/Vinyl, Wall To Wall Carpet-Some","No Garage","Propane","","07/20/2015","Exclusive Right To Sell","1,389","636","Agricultural District, Horses Permitted, Rural Road, Secondary Road, Wooded Lot"
"1","B468770","S","$1,392,000","$1,500,000","$1,392,000","790 Lebrun RD","2.55","2","","3.0","14226","","5","5.2","7,132","13","2","5","$1,165,000","73","Crawl Space, Full","Awning, Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Other - See Remarks, Patio, Playset / Swingset, Pool-In Ground, Private Yard - see Remarks","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Sump Pump","Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-2nd Floor, Library, Living Room, Master Bedroom Bath, Office","","Crawl Space","","NEW","Amherst","$0","05/22/2015","05/28/2015","","03/07/2015","16","Blacktop, Circular, Parking Area","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/19/2015","Exclusive Right To Sell","0","210","Near Bus Line, Neighborhood Street, Private Road"
"1","B477407","S","$645,000","$649,900","$645,000","44 Timberlane CT","0.34","2","","4.0","14221","14221","5","3.4","5,435","13","4","3","$475,000","37","Full, Partially Finished","High Speed Internet, Lawn Sprinkler System, Partially Fenced Yard, Patio, Playset / Swingset, Pool-In Ground, Private Yard - see Remarks, Storage, Thermal Windows - Some","Atrium Door, Cedar Closets, Ceiling Fan, Central Vacuum System, Drapes - Some, Dry Bar, Intercom, Natural Woodwork - some, Security System - Owned, Skylight, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Guest Suite, In-Law - see Remarks, Laundry-1st Floor, Library, Living Room, Master Bedroom Bath, Morning Room, Office","Shed","Crawl Space","","NEW","Amherst","$0","08/24/2015","08/25/2015","","06/15/2015","5","Blacktop","","Ceramic-Some, Hardwood-Some, Marble-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/10/2015","Exclusive Right To Sell","234","62","Cul De Sac, Neighborhood Street, Secondary Road, Wooded Lot"
"1","B471018","S","$625,000","$624,900","$625,000","65 Rollingwood ST","1.30","2","","3.5","14221","14221","4","2.2","3,488","9","2","2","$450,000","50","Full, Partially Finished","Cable TV Available, Garage Door Opener, Lawn Sprinkler System, Patio, Playset / Swingset","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Other - See Remarks, Security System - Owned, Skylight, Sliding Glass Door","Basement / Rec Room, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-2nd Floor, Living Room, Master Bedroom Bath, Porch - Open","","Finished, Full","","NEW","Amherst","$0","09/02/2015","09/11/2015","","04/04/2015","3","Concrete","","Ceramic-Some, Hardwood-Some, Marble-Some, Other - See Remarks, Wall To Wall Carpet-Some","Attached","Gas","","04/01/2015","Exclusive Right To Sell","326","195","Wooded Lot"
"1","B477414","S","$587,000","$614,000","$587,000","34 Via Foresta LN","0.44","2","","3.0","14221","14221","5","3.2","4,713","13","2","3","$565,000","11","Finished, Full","Awning, Cable TV Available, Garage Door Opener, Lawn Sprinkler System, Patio","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Two Story Foyer, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room, Office, Porch - Open","","Crawl Space","","NEW","Amherst","$0","10/14/2015","10/15/2015","","06/24/2015","13","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/11/2015","Exclusive Right To Sell","130","153","Neighborhood Street, Secondary Road"
"1","B476689","S","$565,000","$609,000","$565,000","175 Via Foresta LN","0.34","2","","3.5","14221","","4","3.1","4,103","14","1","3","$526,100","12","Full, Partially Finished","Patio","Drapes - Some, Skylight, Sliding Glass Door, Sump Pump, Wet Bar","Den/Study, Florida/Sun Room- Heated, Laundry-1st Floor, Master Bedroom Bath, Morning Room, Office, Porch - Open","","Crawl Space","","NEW","Amherst","$0","10/26/2015","11/10/2015","","06/22/2015","18","Concrete","","Ceramic-Some, Hardwood-Some","Attached","Gas","","06/04/2015","Exclusive Right To Sell","153","100","Neighborhood Street"
"1","B472585","S","$559,900","$559,900","$559,900","17 S Rockingham WAY","0.25","2","","2.5","14228","","4","2.2","4,596","10","2","2","$460,000","2","Exterior Walkout, Finished, Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Drapes - Some, Dry Bar, Natural Woodwork - some, Pex Plumbing- Some, Security System - Owned, Sliding Glass Door, Sump Pump, Two Story Foyer, Water Softener - Owned, Wet Bar","Basement / Rec Room, Den/Study, Florida/Sun Room- Heated, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Office","","Crawl Space","","NEW","Amherst","$0","05/26/2015","05/26/2015","","04/23/2015","3","Concrete","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some, Wood-Some","Attached","Gas","","04/20/2015","Exclusive Right To Sell","144","94","Neighborhood Street"
